id,comment,score,polarity,created_at,updated_at
443,"อาจารย์สอนดีมากๆ พยายามใช้นู่นนี่เข้ามาเพื่อให้เราสนใจที่จะนำหลายๆอย่างที่อาจารย์แทรกมาไปพัฒนาต่อ ซึ่งวิชานี้ทำให้ได้ข้อมูลเยอะมากจริงๆคร้าา",94.74,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
444,"อาจารย์สอนดีมากครับ สามารถนำไปใช้งานได้จริง",83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
445,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
446,ขอบคุณครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
447,โปรแกรมบางตัวเป็นอันตรายต่อคอมนักเรียนนะครับ,75,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
448,"สอนดีมาก ๆ ครับ เข้าใจเนื้อหาง่ายสุด ๆ",95.24,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
449,s,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
450,เขียนโค๊ดเยอะมากครับ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
451,อาจารย์สอนดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
452,อาจารย์สอนดีมากๆค่ะ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
453,อาจารย์สอนเข้าใจมากครับ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
454,"อาจารย์สอนดีมากครับ สอนสนุกเข้าใจง่าย",95.24,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
455,สอนดีแล้วครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
456,"ปังค่ะเรียนสนุกเข้าใจง่าย อาจารย์เป็นคนใจเย็น ชอบค่ะ",96,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
457,"ขอบคุณสำหรับA+ นะครับ",75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
458,"ชอบที่อาจารย์สอนค่ะ เนื้อหาแน่นดีค่ะ",90,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
459,"อยากให้อาจารย์เขียนให้ดูชัดๆ มองออกง่ายๆ",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
460,"ลายมือมีความอ่านยากครับ ขออ่านง่ายกว่านี้อีกนิดนึง",60,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
461,"บันทึกสไลด์หลังจากการสอนเสร็จด้วยครับ ขอบคุณครับ",75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
462,ดีคับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
463,อาจารย์สอนดีครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
464,ขอบคุณอาจารย์มากๆเลยครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
465,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
466,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
467,อยากให้อาจารย์สนใจในการตรวจการบ้านหน่อยคับแล้วอยากได้ช่องทางการติดต่ออาจารย์ด้วยคับ,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
468,"อาจารย์สอนดีมากครับ สอยสนุกเข้าใจง่าย",95.24,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
469,สอนดีแล้วครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
470,อาจารย์สอนเข้าใจมากครับ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
471,อาจารย์ใจดีมากๆครับชอบเรียนมากๆเลย,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
472,"ไม่บอกแนวข้อสอบ เนื้อหาไม่เข้าใจ เหมือนอ่านให้ฟัง ผมไม่นับว่าเป็นการสอน เป็นการเล่าสู่กันฟัง",75,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
473,"อาจารย์ควรพูดช้าลงหน่อย บางเรื่องฟังไม่ทัน",92.31,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
474,"อาจารย์?ใจดีเป็นกันเอง สอนเข้าใจง่าย",88.89,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
475,"ควรแจ้งอะไรล่วงหน้ามากกว่านี้ ไม่ใช่เรียน8โมง แจ้งยกคลาสตอน7โมง นักศึกษาบางคนตื่นแต่เช้าเพื่อเดินทางมามหาวิทยาลัยแต่ต้องกลับไปบ้านเพราะอาจารย์ยกคลาส",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
476,อาจารย์สอนสนุกมากครับ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
477,"อาจารย์สอนดี เข้าใจแล้วก็มีแบบฝึกให้ทำท้ายบทเป็นการบททวนความรู้หรือความเข้าใจของผู้เรียนค่ะ",85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
478,ดีคับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
479,ขอบคุณ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
480,ชอบวิชานี้ที่สุดในเทอมนี้เลยค่าาอาจารย์สอนเข้าใจง่ายเนื้อหาไม่หนักไป,92.31,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
481,ควรบอกแนวข้อสอบนักศึกษาค่ะ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
482,"อาจารย์สอนดีมากครับ ได้รับความรู้ใหม่และเทคนิคต่างๆสามารถนำมาปรับใช้ในการประกอบอาชีพและโครงานได้เยอะเลยครับ",90.91,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
483,"รอาจารย์น่ารักมากค่ะสอนเข้าใจง่ายถ้าไม่เข้าใจตรงไหนเดินมาอธิบายถึงโต๊ะเลย อาจารย์ไม่เคยหงุดหงิดใส่นศ.เลยใจดีมากๆเลยค้า",99.22,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
484,วิชานี้อาจารย์ก็สอนดีเหมือนเดิมไม่เข้าใจตรงไหนก็สามารถถามได้,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
485,ควรบอกแนวข้อสอบนักศึกษาค่ะ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
486,"อยากให้อาจารย์ แปลอังกฤษให้ด้วยค่ะ บางทีมัน งงๆ",66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
487,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
488,ขอบคุณครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
489,อาจารย์สอนดีครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
490,"อาจารย์ให้คำแนะนำและช่วยเหลือ  ในการเรียนได้เป็นอย่างดี",80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
491,อยากให้อาจารย์มาสอนอีกค่ะ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
492,"อาจารย์สอนเก่งมากค้าบบบ นศ เลย อยากตั้งใจเรียนไปด้วย",85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
493,"อยากให้อาจารย์เตรียมการสอน และทำสไลด์ให้ดูเข้าใจง่ายกว่านี้คะ หนูรู้สึกว่าอาจารย์สอนแล้วรู้สึกไม่มั่นใจในคำตอบเลยทำให้ตอนเรียนหนูไม่ค่อยเข้าใจว่าทำแบบนี้ถูกไหม คำตอบถูกหรือยังคะ และหนูก็คิดว่าสิ่งที่อาจารย์สอนมันดูเข้าใจง่ายก็จริงแต่ตอนอธิบายมันทำให้หนูรู้สึกขัดแย้งนิดนึงคะ อยากให้อาจารย์ปรับเรื่องนี้ด้วยคะ  ขอบคุณค่ะ :):):):):):):):):):):):):):):):):):)",100,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
494,อาจารย์สอนสนุกและเข้าใจมากขึ้นครับ,80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
495,"อาจารย์สอนดีมากครับ เอาใจใส่เด็กมาก เรียนสนุกไม่เคลียด สอนเข้าใจง่าย ชอบเรียนกับอาจารย์มากครับ",99.45,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
496,สอนดีแล้วครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
497,ขอบคุณครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
498,"อาจารย์บางทีเตรียมพร้อมเนื้อหามาสอนยังไม่ค่อยดี ทำให้นักศึกษาไม่ค่อยเข้าใจ และเรื่องเวลาอาจารเข้าสอนช้าบ่อย แต่อาจารย์เอาใจใส่เด็กมากๆ ใจดี และให้คำปรึกษาดี เข้ากับเด็กง่าย. เป็นกันเอง",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
499,"อาจารย์ตั้งใจสอนจัดๆ ขอบคุณค่ะ",85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
500,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
